id	GROUP	ct	SECONDARY	infoline	origin	perturb	lifestage	age	age.units	sex	type	COLOR	category	Project	Donor	name
BSS00362	Epithelial	foreskin_keratinocyte_male_newborn_(2-4_days)_treated_with_1.2_mM_calcium_for_3_days		FORESKIN KERATINOCYTE	foreskin_keratinocyte_male_newborn_(2-4_days)	1.2_mM_calcium_for_3_days	newborn	2-4	day	male	primary cell	#FF9D0C	Primary Cell	GGR	ENCDO005EGE,ENCDO615NVN	foreskin keratinocyte male newborn (2-4 days) treated with 1.2 mM calcium for 3 days
BSS00363	Epithelial	foreskin_keratinocyte_male_newborn_(2-4_days)_treated_with_1.2_mM_calcium_for_3.5_days		FORESKIN KERATINOCYTE	foreskin_keratinocyte_male_newborn_(2-4_days)	1.2_mM_calcium_for_3.5_days	newborn	2-4	day	male	primary cell	#FF9D0C	Primary Cell	GGR	ENCDO005EGE,ENCDO615NVN	foreskin keratinocyte male newborn (2-4 days) treated with 1.2 mM calcium for 3.5 days
BSS00364	Epithelial	foreskin_keratinocyte_male_newborn_(2-4_days)_treated_with_1.2_mM_calcium_for_4_days		FORESKIN KERATINOCYTE	foreskin_keratinocyte_male_newborn_(2-4_days)	1.2_mM_calcium_for_4_days	newborn	2-4	day	male	primary cell	#FF9D0C	Primary Cell	GGR	ENCDO005EGE,ENCDO615NVN	foreskin keratinocyte male newborn (2-4 days) treated with 1.2 mM calcium for 4 days
BSS00365	Epithelial	foreskin_keratinocyte_male_newborn_(2-4_days)_treated_with_1.2_mM_calcium_for_4.5_days		FORESKIN KERATINOCYTE	foreskin_keratinocyte_male_newborn_(2-4_days)	1.2_mM_calcium_for_4.5_days	newborn	2-4	day	male	primary cell	#FF9D0C	Primary Cell	GGR	ENCDO005EGE,ENCDO615NVN	foreskin keratinocyte male newborn (2-4 days) treated with 1.2 mM calcium for 4.5 days
BSS00366	Epithelial	foreskin_keratinocyte_male_newborn_(2-4_days)_treated_with_1.2_mM_calcium_for_5_days		FORESKIN KERATINOCYTE	foreskin_keratinocyte_male_newborn_(2-4_days)	1.2_mM_calcium_for_5_days	newborn	2-4	day	male	primary cell	#FF9D0C	Primary Cell	GGR	ENCDO005EGE,ENCDO615NVN	foreskin keratinocyte male newborn (2-4 days) treated with 1.2 mM calcium for 5 days
BSS00367	Epithelial	foreskin_keratinocyte_male_newborn_(2-4_days)_treated_with_1.2_mM_calcium_for_5.5_days		FORESKIN KERATINOCYTE	foreskin_keratinocyte_male_newborn_(2-4_days)	1.2_mM_calcium_for_5.5_days	newborn	2-4	day	male	primary cell	#FF9D0C	Primary Cell	GGR	ENCDO005EGE,ENCDO615NVN	foreskin keratinocyte male newborn (2-4 days) treated with 1.2 mM calcium for 5.5 days
BSS00368	Other	foreskin_melanocyte_male_newborn		FORESKIN MELANOCYTE			newborn	unknown		male	primary cell	#999999	Other	Roadmap 2015	ENCDO047TBB,ENCDO666YUN,ENCDO686OPO	foreskin melanocyte male newborn
BSS00369	Brain	frontal_cortex_female_adult_(67_years)_and_female_adult_(80_years)		FRONTAL CORTEX			adult	67,80	year	female	tissue	#C5912B	Neural	ENCODE (New)	ENCDO311AAA,ENCDO312AAA	frontal cortex female adult (67 years) and female adult (80 years)
BSS00371	Brain	frontal_cortex_male_adult_(27_years)_and_male_adult_(35_years)		FRONTAL CORTEX			adult	35,27	year	male	tissue	#C5912B	Neural	ENCODE (New)	ENCDO006AAA,ENCDO007AAA	frontal cortex male adult (27 years) and male adult (35 years)
BSS00372	Cancer	G401	Kidney	KIDNEY RHABOID TUMOR			child	3	month	male	cell line	#000000	Other	ENCODE (New)	ENCDO572LRN	G401
BSS00376	Muscle	gastrocnemius_medialis_female_adult_(51_year)		GASTROCNEMIUS MEDIALIS			adult	51	year	female	tissue	#C2655D	Tissue	ENCODE (New)	ENCDO271OUW	gastrocnemius medialis female adult (51 year)
BSS00377	Muscle	gastrocnemius_medialis_female_adult_(53_years)		GASTROCNEMIUS MEDIALIS			adult	53	year	female	tissue	#C2655D	Tissue	ENCODE (New)	ENCDO793LXB	gastrocnemius medialis female adult (53 years)
BSS00378	Muscle	gastrocnemius_medialis_male_adult_(37_years)		GASTROCNEMIUS MEDIALIS			adult	37	year	male	tissue	#C2655D	Tissue	ENCODE (New)	ENCDO845WKR	gastrocnemius medialis male adult (37 years)
BSS00379	Muscle	gastrocnemius_medialis_male_adult_(54_years)		GASTROCNEMIUS MEDIALIS			adult	54	year	male	tissue	#C2655D	Tissue	ENCODE (New)	ENCDO451RUA	gastrocnemius medialis male adult (54 years)
BSS00380	Digestive	gastroesophageal_sphincter_female_adult_(51_year)		GASTROESOPHAGEAL SPHINCTER			adult	51	year	female	tissue	#C58DAA	Tissue	ENCODE (New)	ENCDO271OUW	gastroesophageal sphincter female adult (51 year)
BSS00381	Digestive	gastroesophageal_sphincter_female_adult_(53_years)		GASTROESOPHAGEAL SPHINCTER			adult	53	year	female	tissue	#C58DAA	Tissue	ENCODE (New)	ENCDO793LXB	gastroesophageal sphincter female adult (53 years)
BSS00382	Digestive	gastroesophageal_sphincter_male_adult_(37_years)		GASTROESOPHAGEAL SPHINCTER			adult	37	year	male	tissue	#C58DAA	Tissue	ENCODE (New)	NA	NA
BSS00383	Digestive	gastroesophageal_sphincter_male_adult_(54_years)		GASTROESOPHAGEAL SPHINCTER			adult	54	year	male	tissue	#C58DAA	Tissue	ENCODE (New)	NA	NA
BSS00384	HSC & B-cell	germinal_center		GERMINAL CENTER			unknown/mixed	unknown		unknown/mixed	tissue	#55A354	Immune	ENCODE (New)	ENCDO187AAA	germinal center
BSS00385	Brain	germinal_matrix_male_embryo_(20_weeks)		GERMINAL MATRIX			embryonic	20	week	male	tissue	#C5912B	Neural	Roadmap 2015	ENCDO026HUZ,ENCDO463PIS	germinal matrix male embryo (20 weeks)
BSS00386	Brain	globus_pallidus_male_adult_(78_years)_and_male_adult_(84_years)		GLOBUS PALLIDUS			adult	84,78	year	male	tissue	#C5912B	Neural	ENCODE (New)	ENCDO240JUB,ENCDO317XRR	globus pallidus male adult (78 years) and male adult (84 years)
BSS00387	Endothelial	glomerular_endothelial_cell	Kidney	GLOMERULUS ENDOTHELIAL CELL			unknown/mixed	unknown		unknown/mixed	primary cell	#FFCA0C	Primary Cell	ENCODE (New)	ENCDO248AAA	glomerular endothelial cell
BSS00389	Epithelial	glomerular_visceral_epithelial_cell_child_(3_years)	Kidney	GLOMERULUS VISCERAL EPITHELIAL CELL			child	3	year	unknown/mixed	primary cell	#FF9D0C	Primary Cell	ENCODE (New)	ENCDO879VOF	glomerular visceral epithelial cell child (3 years)
BSS00390	Stromal	GM03348		SKIN FIBROBLAST			child	10	year	male	cell line	#FF720C	Primary Cell	ENCODE (New)	ENCDO186AAA	GM03348
BSS00393	Stromal	GM04503		SKIN FIBROBLAST			adult	31	year	female	cell line	#FF720C	Primary Cell	ENCODE (New)	ENCDO009AAA	GM04503
BSS00394	Stromal	GM04504		SKIN FIBROBLAST			adult	31	year	female	cell line	#FF720C	Primary Cell	ENCODE (New)	ENCDO000AAJ	GM04504
BSS00395	Lymphoblastoid	GM06990		LYMPHOBLASTOID CELL LINE			unknown/mixed	unknown		female	cell line	#4D9C8D	Immune	ENCODE (New)	ENCDO000ABG	GM06990
BSS00403	Lymphoblastoid	GM08714		LYMPHOBLASTOID CELL LINE			child	1	year	female	cell line	#4D9C8D	Immune	ENCODE (New)	ENCDO000ABH	GM08714
BSS00404	Lymphoblastoid	GM10248		LYMPHOBLASTOID CELL LINE			adult	32	year	male	cell line	#4D9C8D	Immune	ENCODE (New)	ENCDO000ABI	GM10248
BSS00405	Lymphoblastoid	GM10266		LYMPHOBLASTOID CELL LINE			adult	38	year	male	cell line	#4D9C8D	Immune	ENCODE (New)	ENCDO000ABJ	GM10266
BSS00406	Lymphoblastoid	GM10847		LYMPHOBLASTOID CELL LINE			unknown/mixed			female	cell line	#4D9C8D	Immune	ENCODE (New)	NA	NA
BSS00408	Lymphoblastoid	GM12801		LYMPHOBLASTOID CELL LINE			unknown/mixed			male	cell line	#4D9C8D	Immune	ENCODE (New)	NA	NA
BSS00427	Lymphoblastoid	GM12864		LYMPHOBLASTOID CELL LINE			unknown/mixed	unknown		male	cell line	#4D9C8D	Immune	ENCODE (New)	ENCDO000ABO	GM12864
BSS00428	Lymphoblastoid	GM12865		LYMPHOBLASTOID CELL LINE			unknown/mixed	unknown		female	cell line	#4D9C8D	Immune	ENCODE (New)	ENCDO000ABP	GM12865
BSS00429	Lymphoblastoid	GM12866		LYMPHOBLASTOID CELL LINE			adult	unknown		male	cell line	#4D9C8D	Immune	ENCODE (New)	ENCDO000ABQ	NA
BSS00430	Lymphoblastoid	GM12867		LYMPHOBLASTOID CELL LINE			unknown/mixed			female	cell line	#4D9C8D	Immune	ENCODE (New)	NA	NA
BSS00431	Lymphoblastoid	GM12868		LYMPHOBLASTOID CELL LINE			unknown/mixed			female	cell line	#4D9C8D	Immune	ENCODE (New)	NA	NA
BSS00432	Lymphoblastoid	GM12869		LYMPHOBLASTOID CELL LINE			unknown/mixed			female	cell line	#4D9C8D	Immune	ENCODE (New)	NA	NA
BSS00433	Lymphoblastoid	GM12870		LYMPHOBLASTOID CELL LINE			unknown/mixed			male	cell line	#4D9C8D	Immune	ENCODE (New)	NA	NA
BSS00434	Lymphoblastoid	GM12871		LYMPHOBLASTOID CELL LINE			unknown/mixed			male	cell line	#4D9C8D	Immune	ENCODE (New)	NA	NA
BSS00435	Lymphoblastoid	GM12872		LYMPHOBLASTOID CELL LINE			unknown/mixed			male	cell line	#4D9C8D	Immune	ENCODE (New)	NA	NA
BSS00436	Lymphoblastoid	GM12873		LYMPHOBLASTOID CELL LINE			unknown/mixed			female	cell line	#4D9C8D	Immune	ENCODE (New)	NA	NA
BSS00437	Lymphoblastoid	GM12874		LYMPHOBLASTOID CELL LINE			unknown/mixed			male	cell line	#4D9C8D	Immune	ENCODE (New)	NA	NA
BSS00438	Lymphoblastoid	GM12875		LYMPHOBLASTOID CELL LINE			adult	unknown		female	cell line	#4D9C8D	Immune	ENCODE (New)	ENCDO000ABZ	GM12875
BSS00439	Lymphoblastoid	GM12878		LYMPHOBLASTOID CELL LINE			adult	unknown		female	cell line	#4D9C8D	Immune	ENCODE 2012	ENCDO000AAK	GM12878
BSS00452	Lymphoblastoid	GM12891		LYMPHOBLASTOID CELL LINE			unknown/mixed	unknown		male	cell line	#4D9C8D	Immune	ENCODE (New)	ENCDO000ACA	GM12891
BSS00454	Lymphoblastoid	GM12892		LYMPHOBLASTOID CELL LINE			unknown/mixed	unknown		female	cell line	#4D9C8D	Immune	ENCODE (New)	ENCDO000AAL	GM12892
BSS00456	Lymphoblastoid	GM13976		LYMPHOBLASTOID CELL LINE			adult	20	year	female	cell line	#4D9C8D	Immune	ENCODE (New)	ENCDO000ACB	GM13976
BSS00457	Lymphoblastoid	GM13977		LYMPHOBLASTOID CELL LINE			adult	20	year	female	cell line	#4D9C8D	Immune	ENCODE (New)	ENCDO000ACD	GM13977
BSS00458	Lymphoblastoid	GM15510		LYMPHOBLASTOID CELL LINE			unknown/mixed			unknown/mixed	cell line	#4D9C8D	Immune	ENCODE (New)	NA	NA
BSS00460	Lymphoblastoid	GM18505		LYMPHOBLASTOID CELL LINE			unknown/mixed			female	cell line	#4D9C8D	Immune	ENCODE (New)	NA	NA
BSS00462	Lymphoblastoid	GM18507		LYMPHOBLASTOID CELL LINE			unknown/mixed			male	cell line	#4D9C8D	Immune	ENCODE (New)	ENCDO000ACG	GM18507
BSS00463	Lymphoblastoid	GM18526		LYMPHOBLASTOID CELL LINE			unknown/mixed			female	cell line	#4D9C8D	Immune	ENCODE (New)	NA	NA
BSS00465	Lymphoblastoid	GM18951		LYMPHOBLASTOID CELL LINE			unknown/mixed			female	cell line	#4D9C8D	Immune	ENCODE (New)	NA	NA
BSS00467	Lymphoblastoid	GM19099		LYMPHOBLASTOID CELL LINE			unknown/mixed			female	cell line	#4D9C8D	Immune	ENCODE (New)	NA	NA
BSS00469	Lymphoblastoid	GM19193		LYMPHOBLASTOID CELL LINE			unknown/mixed			female	cell line	#4D9C8D	Immune	ENCODE (New)	NA	NA
BSS00471	Lymphoblastoid	GM19238		LYMPHOBLASTOID CELL LINE			adult			female	cell line	#4D9C8D	Immune	ENCODE (New)	ENCDO000ACL	GM19238
BSS00472	Lymphoblastoid	GM19239		LYMPHOBLASTOID CELL LINE			adult	unknown		male	cell line	#4D9C8D	Immune	ENCODE (New)	ENCDO000ACM	GM19239
BSS00473	Lymphoblastoid	GM19240		LYMPHOBLASTOID CELL LINE			adult	unknown		female	cell line	#4D9C8D	Immune	ENCODE (New)	ENCDO000ACN	GM19240
BSS00474	Lymphoblastoid	GM20000		LYMPHOBLASTOID CELL LINE			child	1	year	male	cell line	#4D9C8D	Immune	ENCODE (New)	ENCDO000ACO	GM20000
BSS00476	Stromal	GM23248		SKIN FIBROBLAST			adult	53	year	male	cell line	#FF720C	Primary Cell	ENCODE (New)	ENCDO336AAA	GM23248
BSS00477	iPSC	GM23338_male_adult_(53_years)_originated_from_GM23248		iPSC			adult	53	year	male	cell line	#69608A	Stem-like	ENCODE (New)	ENCDO336AAA	GM23338 male adult (53 years) originated from GM23248
BSS00478	ESC	H1-hESC		ESC			embryonic	unknown		male	cell line	#924965	Stem-like	Roadmap 2015	ENCDO000AAW	H1-hESC
BSS00481	Cancer	H4	Brain	NEUROGLIOMA			adult	37	year	male	cell line	#000000	Other	ENCODE (New)	ENCDO337AAA	H4
BSS00482	Cancer	H54	Brain	GLIOBLASTOMA			adult	36	year	female	cell line	#000000	Other	ENCODE (New)	ENCDO000ACT	H54
BSS00483	ESC	H7-hESC		ESC			embryonic	unknown		female	cell line	#924965	Stem-like	Roadmap 2015	ENCDO221AAA	H7-hESC
BSS00484	ESC	H9		ESC			embryonic	5	day	female	cell line	#924965	Stem-like	Roadmap 2015	ENCDO222AAA	H9
BSS00491	Cancer	HAP-1	HSC & B-cell	HAPLOID MYELOGENOUS LEUKEMIA			adult	44	year	male	cell line	#000000	Other	ENCODE (New)	ENCDO763VKT	HAP-1
BSS00492	Cancer	HCT116	Digestive	COLORECTAL ADENOCARCINOMA			adult	unknown		male	cell line	#000000	Other	ENCODE (New)	ENCDO000ABE	HCT116
BSS00493	Heart	heart_embryo_(101_day)		HEART			embryonic	101	day	unknown/mixed	tissue	#D56F80	Tissue	Roadmap 2015	ENCDO308YQF	heart embryo (101 day)
BSS00494	Heart	heart_embryo_(59_days)_and_female_embryo_(76_days)		HEART			embryonic	59,76	day	unknown/mixed	tissue	#D56F80	Tissue	ENCODE (New)	ENCDO163CLX,ENCDO237NAG	heart embryo (59 days) and female embryo (76 days)
BSS00495	Heart	heart_embryo_(80_days)		HEART			embryonic	80	day	unknown/mixed	tissue	#D56F80	Tissue	ENCODE (New)	ENCDO662IIE	heart embryo (80 days)
BSS00496	Heart	heart_embryo_(96_days)		HEART			embryonic	96	day	unknown/mixed	tissue	#D56F80	Tissue	Roadmap (New)	ENCDO226BUZ	heart embryo (96 days)
BSS00498	Heart	heart_female_embryo_(103_days)		HEART			embryonic	103	day	female	tissue	#D56F80	Tissue	Roadmap (New)	ENCDO623IAT	heart female embryo (103 days)
BSS00499	Heart	heart_female_embryo_(105_days)		HEART			embryonic	105	day	female	tissue	#D56F80	Tissue	Roadmap (New)	ENCDO718LHH	heart female embryo (105 days)
BSS00500	Heart	heart_female_embryo_(110_days)		HEART			embryonic	110	day	female	tissue	#D56F80	Tissue	Roadmap (New)	ENCDO087TLK	heart female embryo (110 days)
BSS00501	Heart	heart_female_embryo_(116_days)_and_female_embryo_(98_days)		HEART			embryonic	116,98	day	female	tissue	#D56F80	Tissue	ENCODE (New)	ENCDO298NZG,ENCDO712ZBZ	heart female embryo (116 days) and female embryo (98 days)
BSS00502	Heart	heart_female_embryo_(117_days)		HEART			embryonic	117	day	female	tissue	#D56F80	Tissue	Roadmap (New)	ENCDO453STB	heart female embryo (117 days)
BSS00503	Heart	heart_female_embryo_(147_days)		HEART			embryonic	147	day	female	tissue	#D56F80	Tissue	Roadmap (New)	ENCDO863JOG	heart female embryo (147 days)
BSS00505	Heart	heart_female_embryo_(91_day)		HEART			embryonic	91	day	female	tissue	#D56F80	Tissue	Roadmap (New)	ENCDO605ZCF	heart female embryo (91 day)
BSS00506	Heart	heart_left_ventricle_female_adult_(51_year)		HEART LEFT VENTRICLE			adult	51	year	female	tissue	#D56F80	Tissue	ENCODE (New)	ENCDO271OUW	heart left ventricle female adult (51 year)
BSS00507	Heart	heart_left_ventricle_female_adult_(53_years)		HEART LEFT VENTRICLE			adult	53	year	female	tissue	#D56F80	Tissue	ENCODE (New)	ENCDO793LXB	heart left ventricle female adult (53 years)
BSS00508	Heart	heart_left_ventricle_female_embryo_(101_day)_and_female_embryo_(103_days)		HEART LEFT VENTRICLE			embryonic	103,101	day	female	tissue	#D56F80	Tissue	ENCODE (New)	ENCDO060OTP,ENCDO293DRY	heart left ventricle female embryo (101 day) and female embryo (103 days)
BSS00509	Heart	heart_left_ventricle_female_embryo_(136_days)		HEART LEFT VENTRICLE			embryonic	136	day	female	tissue	#D56F80	Tissue	ENCODE (New)	ENCDO294LOE	heart left ventricle female embryo (136 days)
BSS00511	Liver	liver_male_adult_(32 years)		LIVER			adult	32	year	male	tissue	#5151E7	Tissue	Roadmap (New)	ENCDO060AAA	heart left ventricle male adult (32 years)
BSS00512	Heart	heart_left_ventricle_male_adult_(34_years)		HEART LEFT VENTRICLE			adult	34	year	male	tissue	#D56F80	Tissue	Roadmap 2015	ENCDO058AAA	heart left ventricle male adult (34 years)
BSS00513	Heart	heart_left_ventricle_male_child_(3_years)		HEART LEFT VENTRICLE			child	3	year	male	tissue	#D56F80	Tissue	Roadmap 2015	ENCDO478OMA	heart left ventricle male child (3 years)
BSS00514	Heart	heart_male_adult_(27_years)_and_male_adult_(35_years)		HEART			adult	35,27	year	male	tissue	#D56F80	Tissue	ENCODE (New)	ENCDO006AAA,ENCDO007AAA	heart male adult (27 years) and male adult (35 years)
BSS00516	Heart	heart_male_child_(3_years)		HEART			child	3	year	male	tissue	#D56F80	Tissue	Roadmap (New)	ENCDO478OMA	heart male child (3 years)
BSS00517	Heart	heart_male_embryo_(105_days)		HEART			embryonic	105	day	male	tissue	#D56F80	Tissue	Roadmap 2015	ENCDO350ZUK	heart male embryo (105 days)
BSS00518	Heart	heart_male_embryo_(110_days)		HEART			embryonic	110	day	male	tissue	#D56F80	Tissue	Roadmap (New)	ENCDO640NNW	heart male embryo (110 days)
BSS00519	Heart	heart_male_embryo_(120_days)		HEART			embryonic	120	day	male	tissue	#D56F80	Tissue	Roadmap (New)	ENCDO249ZDZ	heart male embryo (120 days)
BSS00520	Heart	heart_male_embryo_(72_days)_and_male_embryo_(76_days)		HEART			embryonic	72,76	day	male	tissue	#D56F80	Tissue	ENCODE (New)	ENCDO300THQ,ENCDO647EYG	heart male embryo (72 days) and male embryo (76 days)
BSS00521	Heart	heart_male_embryo_(91_day)		HEART			embryonic	91	day	male	tissue	#D56F80	Tissue	Roadmap 2015	ENCDO375VTO	heart male embryo (91 day)
BSS00522	Heart	heart_male_embryo_(96_days)		HEART			embryonic	96	day	male	tissue	#D56F80	Tissue	Roadmap 2015	ENCDO778DGP	heart male embryo (96 days)
BSS00523	Heart	heart_right_ventricle_female_embryo_(101_day)_and_female_embryo_(103_days)		HEART RIGHT VENTRICLE			embryonic	101,103	day	female	tissue	#D56F80	Tissue	ENCODE (New)	ENCDO060OTP,ENCDO293DRY	heart right ventricle female embryo (101 day) and female embryo (103 days)
BSS00524	Heart	heart_right_ventricle_male_adult_(34_years)		HEART RIGHT VENTRICLE			adult	34	year	male	tissue	#D56F80	Tissue	Roadmap 2015	ENCDO058AAA	heart right ventricle male adult (34 years)
BSS00525	Heart	heart_right_ventricle_male_child_(3_years)		HEART RIGHT VENTRICLE			child	3	year	male	tissue	#D56F80	Tissue	Roadmap 2015	ENCDO478OMA	heart right ventricle male child (3 years)
BSS00526	Kidney	HEK293		KIDNEY CELL			embryonic	unknown		female	cell line	#660000	Tissue	ENCODE (New)	ENCDO000ABF	HEK293
BSS00528	Kidney	HEK293T		KIDNEY CELL			embryonic	unknown		female	cell line	#660000	Tissue	ENCODE (New)	ENCDO000ABF	HEK293T
BSS00529	Cancer	HeLa-S3	Reproductive	CERVIX ADENOCARCINOMA			adult	31	year	female	cell line	#000000	Other	ENCODE 2012	ENCDO000AAB	HeLa-S3
BSS00531	Cancer	HeLa-S3_G1b_phase	Reproductive	CERVIX ADENOCARCINOMA	HeLa-S3	G1b_phase	adult	31	year	female	cell line	#000000	Other	ENCODE 2012	ENCDO000AAB	HeLa-S3 G1b phase
BSS00541	Cancer	HeLa-S3_treated_with_interferon_alpha_for_4_hours	Reproductive	CERVIX ADENOCARCINOMA	HeLa-S3	interferon_alpha_for_4_hours	adult	31	year	female	cell line	#000000	Other	ENCODE (New)	ENCDO000AAB	HeLa-S3 treated with interferon alpha for 4 hours
BSS00543	HSC & B-cell	hematopoietic_multipotent_progenitor_cell		MPP			unknown/mixed	unknown		unknown/mixed	in vitro differentiated cells	#55A354	Immune	Roadmap (New)	ENCDO116AAA,ENCDO579CCQ,ENCDO937OUY	hematopoietic multipotent progenitor cell
BSS00544	HSC & B-cell	hematopoietic_multipotent_progenitor_cell_male_adult_(25_years)_treated_with_erythropoietin_for_20_days,_hydrocortisone_succinate_for_20_days,_kit_ligand_for_20_days,_interleukin-3_for_20_days		MPP	hematopoietic_multipotent_progenitor_cell_male_adult_(25_years)	erythropoietin_for_20_days,_hydrocortisone_succinate_for_20_days,_kit_ligand_for_20_days,_interleukin-3_for_20_days	adult	25	year	male	in vitro differentiated cells	#55A354	Immune	ENCODE (New)	ENCDO937OUY	hematopoietic multipotent progenitor cell male adult (25 years) treated with erythropoietin for 20 days, hydrocortisone succinate for 20 days, kit ligand for 20 days, interleukin-3 for 20 days
BSS00545	HSC & B-cell	hematopoietic_multipotent_progenitor_cell_treated_with_interleukin-3_for_11_day,_kit_ligand_for_11_day,_hydrocortisone_succinate_for_11_day,_erythropoietin_for_11_day		MPP	hematopoietic_multipotent_progenitor_cell	interleukin-3_for_11_day,_kit_ligand_for_11_day,_hydrocortisone_succinate_for_11_day,_erythropoietin_for_11_day	adult	25	year	male	in vitro differentiated cells	#55A354	Immune	ENCODE (New)	ENCDO937OUY	hematopoietic multipotent progenitor cell treated with interleukin-3 for 11 day, kit ligand for 11 day, hydrocortisone succinate for 11 day, erythropoietin for 11 day
BSS00546	HSC & B-cell	hematopoietic_multipotent_progenitor_cell_treated_with_interleukin-3_for_13_days,_kit_ligand_for_13_days,_hydrocortisone_succinate_for_13_days,_erythropoietin_for_13_days		MPP	hematopoietic_multipotent_progenitor_cell	interleukin-3_for_13_days,_kit_ligand_for_13_days,_hydrocortisone_succinate_for_13_days,_erythropoietin_for_13_days	adult	25	year	male	in vitro differentiated cells	#55A354	Immune	ENCODE (New)	ENCDO937OUY	hematopoietic multipotent progenitor cell treated with interleukin-3 for 13 days, kit ligand for 13 days, hydrocortisone succinate for 13 days, erythropoietin for 13 days
BSS00547	HSC & B-cell	hematopoietic_multipotent_progenitor_cell_treated_with_interleukin-3_for_15_days,_kit_ligand_for_15_days,_hydrocortisone_succinate_for_15_days,_erythropoietin_for_15_days		MPP	hematopoietic_multipotent_progenitor_cell	interleukin-3_for_15_days,_kit_ligand_for_15_days,_hydrocortisone_succinate_for_15_days,_erythropoietin_for_15_days	adult	25	year	male	in vitro differentiated cells	#55A354	Immune	ENCODE (New)	ENCDO937OUY	hematopoietic multipotent progenitor cell treated with interleukin-3 for 15 days, kit ligand for 15 days, hydrocortisone succinate for 15 days, erythropoietin for 15 days
BSS00548	HSC & B-cell	hematopoietic_multipotent_progenitor_cell_treated_with_interleukin-3_for_17_days,_kit_ligand_for_17_days,_hydrocortisone_succinate_for_17_days,_erythropoietin_for_17_days		MPP	hematopoietic_multipotent_progenitor_cell	interleukin-3_for_17_days,_kit_ligand_for_17_days,_hydrocortisone_succinate_for_17_days,_erythropoietin_for_17_days	adult	25	year	male	in vitro differentiated cells	#55A354	Immune	ENCODE (New)	ENCDO937OUY	hematopoietic multipotent progenitor cell treated with interleukin-3 for 17 days, kit ligand for 17 days, hydrocortisone succinate for 17 days, erythropoietin for 17 days
BSS00549	HSC & B-cell	hematopoietic_multipotent_progenitor_cell_treated_with_interleukin-3_for_18_days,_kit_ligand_for_18_days,_hydrocortisone_succinate_for_18_days,_erythropoietin_for_18_days		MPP	hematopoietic_multipotent_progenitor_cell	interleukin-3_for_18_days,_kit_ligand_for_18_days,_hydrocortisone_succinate_for_18_days,_erythropoietin_for_18_days	adult	25	year	male	in vitro differentiated cells	#55A354	Immune	ENCODE (New)	ENCDO937OUY	hematopoietic multipotent progenitor cell treated with interleukin-3 for 18 days, kit ligand for 18 days, hydrocortisone succinate for 18 days, erythropoietin for 18 days
BSS00550	HSC & B-cell	hematopoietic_multipotent_progenitor_cell_treated_with_interleukin-3_for_4_days,_kit_ligand_for_4_days,_hydrocortisone_succinate_for_4_days,_erythropoietin_for_4_days		MPP	hematopoietic_multipotent_progenitor_cell	interleukin-3_for_4_days,_kit_ligand_for_4_days,_hydrocortisone_succinate_for_4_days,_erythropoietin_for_4_days	adult	25	year	male	in vitro differentiated cells	#55A354	Immune	ENCODE (New)	ENCDO937OUY	hematopoietic multipotent progenitor cell treated with interleukin-3 for 4 days, kit ligand for 4 days, hydrocortisone succinate for 4 days, erythropoietin for 4 days
BSS00551	HSC & B-cell	hematopoietic_multipotent_progenitor_cell_treated_with_interleukin-3_for_6_days,_kit_ligand_for_6_days,_hydrocortisone_succinate_for_6_days,_erythropoietin_for_6_days		MPP	hematopoietic_multipotent_progenitor_cell	interleukin-3_for_6_days,_kit_ligand_for_6_days,_hydrocortisone_succinate_for_6_days,_erythropoietin_for_6_days	adult	25	year	male	in vitro differentiated cells	#55A354	Immune	ENCODE (New)	ENCDO937OUY	hematopoietic multipotent progenitor cell treated with interleukin-3 for 6 days, kit ligand for 6 days, hydrocortisone succinate for 6 days, erythropoietin for 6 days
BSS00552	HSC & B-cell	hematopoietic_multipotent_progenitor_cell_treated_with_interleukin-3_for_8_days,_kit_ligand_for_8_days,_hydrocortisone_succinate_for_8_days,_erythropoietin_for_8_days		MPP	hematopoietic_multipotent_progenitor_cell	interleukin-3_for_8_days,_kit_ligand_for_8_days,_hydrocortisone_succinate_for_8_days,_erythropoietin_for_8_days	adult	25	year	male	in vitro differentiated cells	#55A354	Immune	ENCODE (New)	ENCDO937OUY	hematopoietic multipotent progenitor cell treated with interleukin-3 for 8 days, kit ligand for 8 days, hydrocortisone succinate for 8 days, erythropoietin for 8 days
BSS00553	Liver	hepatic_stellate_cell_female_adult_(59_years)		HEPATIC STELLATE CELL			adult	59	year	female	primary cell	#5151E7	Tissue	ENCODE (New)	ENCDO282AAA	hepatic stellate cell female adult (59 years)
BSS00554	Liver	hepatocyte		HEPATOCYTE			unknown/mixed	unknown		unknown/mixed	primary cell	#5151E7	Tissue	ENCODE (New)	ENCDO102AAA	hepatocyte
BSS00556	ES-deriv	hepatocyte_originated_from_H9	Liver	HEPATOCYTE DERIV			embryonic	5	day	female	in vitro differentiated cells	#4178AE	Stem-like	ENCODE (New)	ENCDO222AAA	hepatocyte originated from H9
BSS00558	Cancer	HepG2	Liver	HEPATOCELLULAR CARCINOMA			child	15	year	male	cell line	#000000	Other	ENCODE 2012	ENCDO000AAC	HepG2
